league_id,league_name,match_id,radiant_team,dire_team,winner,radiant_pos1_player,radiant_pos1_hero,radiant_pos1_networth_6m,radiant_pos1_networth_10m,radiant_pos1_role_source,radiant_pos2_player,radiant_pos2_hero,radiant_pos2_networth_6m,radiant_pos2_networth_10m,radiant_pos2_role_source,radiant_pos3_player,radiant_pos3_hero,radiant_pos3_networth_6m,radiant_pos3_networth_10m,radiant_pos3_role_source,radiant_pos4_player,radiant_pos4_hero,radiant_pos4_networth_6m,radiant_pos4_networth_10m,radiant_pos4_role_source,radiant_pos5_player,radiant_pos5_hero,radiant_pos5_networth_6m,radiant_pos5_networth_10m,radiant_pos5_role_source,dire_pos1_player,dire_pos1_hero,dire_pos1_networth_6m,dire_pos1_networth_10m,dire_pos1_role_source,dire_pos2_player,dire_pos2_hero,dire_pos2_networth_6m,dire_pos2_networth_10m,dire_pos2_role_source,dire_pos3_player,dire_pos3_hero,dire_pos3_networth_6m,dire_pos3_networth_10m,dire_pos3_role_source,dire_pos4_player,dire_pos4_hero,dire_pos4_networth_6m,dire_pos4_networth_10m,dire_pos4_role_source,dire_pos5_player,dire_pos5_hero,dire_pos5_networth_6m,dire_pos5_networth_10m,dire_pos5_role_source
19099,BLAST SLAM VI,8676144334,Liquid,TSpirit,Liquid,yondaime,sven,2009,3545,league_roster,мусор,razor,2476,5000,league_roster,50centaur,centaur,2165,4282,league_roster,Boxi,earth_spirit,1067,1703,league_roster,B,mirana,685,2401,league_roster,霜雪,windrunner,2742,4585,league_roster,meowrele,storm_spirit,2432,4275,fallback_lh5,,largo,2897,4508,league_roster,Z,jakiro,1194,2003,fallback_lh5,`,rattletrap,827,1108,league_roster
19099,BLAST SLAM VI,8676214148,OG,MOUZ,OG,sonny hayes,weaver,2853,4282,league_roster,Rasmus?,ember_spirit,2786,4440,league_roster,mam_bayotay,dark_seer,2216,3714,fallback_lh5,۳,spirit_breaker,1268,1765,league_roster,mam_ba,jakiro,862,1579,league_roster,KITR,nevermore,2191,3914,league_roster,I SPIT ON YOUR FACE,puck,2943,4763,league_roster,Strach,brewmaster,1707,3483,league_roster,mid two,shadow_shaman,955,1402,league_roster,Seleri,undying,909,1541,fallback_lh5
19099,BLAST SLAM VI,8676235420,HEROIC,FLCN,FLCN,Yuma,nevermore,2265,3585,league_roster,a,huskar,2754,5395,league_roster,Wisper,centaur,2596,4724,league_roster,lyct,jakiro,967,1689,league_roster,|7,undying,880,1319,league_roster,I m Going To Be The Best Carry,sven,1733,3073,league_roster,PMA(учусь играть),razor,1400,2608,league_roster,SumaoKy-,kunkka,2102,3706,league_roster,Cr1t-,shadow_demon,1602,2536,league_roster,Sneyking,crystal_maiden,1353,1627,league_roster
19099,BLAST SLAM VI,8676297509,RKX,NAVI,NAVI,🥀🥀,beastmaster,2826,4312,league_roster,<,void_spirit,2413,3693,league_roster,aaa,viper,2404,4299,league_roster,reckless,tusk,955,1637,league_roster,enj0y,ancient_apparition,1088,1741,league_roster,2/,razor,2381,3905,league_roster,ссс,puck,2357,3861,league_roster,1111111111111111111111111111111,centaur,2090,3593,league_roster,33a9ccc,largo,1120,1898,league_roster,b1t,grimstroke,1285,1645,league_roster
19099,BLAST SLAM VI,8676333293,Liquid,Tundra,Tundra,@,gyrocopter,2939,4174,league_roster,1,tiny,2188,3629,league_roster,50centaur,kunkka,1829,3410,league_roster,Boxi,keeper_of_the_light,1184,1734,league_roster,Wx,largo,1148,1438,league_roster,Lost in the world,nevermore,2512,4960,league_roster,Lennart Karl,ember_spirit,2494,3989,league_roster,not human (животное),brewmaster,2092,3441,league_roster,Ari,shadow_shaman,758,1469,league_roster,NongMon,treant,877,1413,league_roster
19099,BLAST SLAM VI,8676399865,GL,XG,XG,pt,razor,1926,2909,fallback_lh5,0,ember_spirit,2341,4030,league_roster,помойка,largo,2436,3863,league_roster,happy frogs,jakiro,874,1525,league_roster,vI,naga_siren,950,1488,league_roster,念头通达,clinkz,2921,4883,league_roster,NothingToSay,leshrac,2309,3917,league_roster,¿,slardar,2538,4409,league_roster,其疾如风,shadow_demon,1090,1924,league_roster,R8֔,mirana,985,1683,league_roster
19099,BLAST SLAM VI,8676474878,MOUZ,TSpirit,MOUZ,򦞕,dragon_knight,2584,4848,league_roster,I SPIT ON YOUR FACE,leshrac,2915,5020,league_roster,Strach,brewmaster,2983,5061,league_roster,mid two,ringmaster,995,2094,league_roster,Seleri,chen,1229,2864,fallback_lh5,霜雪,slark,2063,3482,league_roster,meowrele,nevermore,1693,3059,fallback_lh5,),abyssal_underlord,2498,3603,league_roster,123,tusk,950,1791,fallback_lh5,sustain,jakiro,774,1042,league_roster
19099,BLAST SLAM VI,8676439835,OG,TY,OG,sonny hayes,clinkz,2387,3714,league_roster,Rasmus?,mars,2579,4330,league_roster,mam_bayotay,dark_seer,1837,3579,fallback_lh5,",",faceless_void,1193,2365,league_roster,mam_ba,snapfire,1094,1356,league_roster,Narumi,naga_siren,2341,4224,league_roster,CHIRA_JUNIOR,razor,2458,3802,league_roster,strafe instructor,enigma,2150,3733,league_roster,lostreak chicken,tiny,1034,1619,league_roster,Pohn Jork,dazzle,1555,2458,league_roster
19099,BLAST SLAM VI,8676531668,FLCN,NAVI,NAVI,`7I,dragon_knight,2414,4348,league_roster,LZ,pangolier,2507,4034,league_roster,,shredder,2295,4027,league_roster,@X,hoodwink,1473,2373,league_roster,`,chen,1117,2456,league_roster,nessecary,templar_assassin,2288,4274,league_roster,ссс,bristleback,2786,4653,league_roster,^I,batrider,1608,2842,league_roster,33a9ccc,shadow_demon,774,1219,league_roster,b1t,disruptor,899,2082,league_roster
19099,BLAST SLAM VI,8676532526,HEROIC,XG,XG,Yuma,razor,2783,4506,league_roster,a,ember_spirit,2720,4609,league_roster,Wisper,mars,2828,4422,league_roster,lyct,keeper_of_the_light,1156,1686,league_roster,марсианин,tusk,977,1714,league_roster,念头通达,alchemist,2834,4920,league_roster,NothingToSay,storm_spirit,2346,4098,league_roster,¿,shredder,1644,3259,league_roster,,shadow_shaman,1120,1617,league_roster,},shadow_demon,1137,1552,league_roster
19099,BLAST SLAM VI,8676606186,GL,OG,OG,)Q,troll_warlord,2753,4231,fallback_lh5,)),ember_spirit,2390,4872,league_roster,помойка,largo,1615,3365,league_roster,happy frogs,dark_willow,1166,2406,league_roster,;5K,warlock,1324,2350,league_roster,sonny hayes,nevermore,2465,3828,league_roster,Rasmus?,tiny,2073,3446,league_roster,mam_bayotay,dark_seer,2648,5744,fallback_lh5,p!,rattletrap,1057,1755,league_roster,mam_ba,jakiro,876,1537,league_roster
19099,BLAST SLAM VI,8676614175,Liquid,RKX,Liquid,yondaime,sven,2567,4761,league_roster,Бp,viper,2395,3986,league_roster,,abyssal_underlord,2003,3570,league_roster,Boxi,tusk,1086,1554,league_roster,tOfu,mirana,1055,2451,league_roster,🥀🥀,morphling,2813,4319,league_roster,GUCCI,leshrac,1888,2986,league_roster,"""",largo,2594,4168,league_roster,reckless,dark_willow,1599,2052,league_roster,enj0y,jakiro,1001,1454,league_roster
19099,BLAST SLAM VI,8677045158,TSpirit,TY,TY,霜雪,troll_warlord,2811,4316,league_roster,.,sniper,2638,4481,fallback_lh5,bruno,centaur,2362,4193,league_roster,123,bounty_hunter,1291,1638,fallback_lh5,sustain,shadow_shaman,1343,1811,league_roster,Narumi,sven,2195,4143,league_roster,CHIRA_JUNIOR,viper,2928,5254,league_roster,strafe instructor,mars,2453,3863,league_roster,lostreak chicken,tusk,1546,2348,league_roster,yY,chen,1009,1859,league_roster
19099,BLAST SLAM VI,8677045357,MOUZ,Tundra,Tundra,KITR,ursa,2548,4761,league_roster,I SPIT ON YOUR FACE,leshrac,2470,4356,league_roster,Strach,largo,1876,3024,league_roster,mid two,shadow_demon,764,1613,league_roster,Seleri,enchantress,1413,2428,fallback_lh5,-Z,nevermore,2645,4826,league_roster,`^Y,invoker,2238,3871,league_roster,ERY,centaur,1769,3079,league_roster,Ari,tiny,1391,1682,league_roster,NongMon,mirana,732,1264,league_roster
19099,BLAST SLAM VI,8677094950,XG,FLCN,FLCN,念头通达,gyrocopter,2720,4221,league_roster,NothingToSay,queenofpain,2010,2763,league_roster,¿,shredder,1962,3769,league_roster,其疾如风,lion,864,1579,league_roster,lavie,chen,1116,1693,league_roster,I m Going To Be The Best Carry,ursa,2761,3883,league_roster,PMA(учусь играть),lina,2121,4044,league_roster,SumaoKy-,sand_king,1883,4012,league_roster,Cr1t-,bounty_hunter,901,1423,league_roster,0KX[,crystal_maiden,1060,1938,league_roster
19099,BLAST SLAM VI,8677092883,Liquid,NAVI,Liquid,yondaime,nevermore,2786,4551,league_roster,p&[,storm_spirit,3040,4750,league_roster,vpY[,centaur,2199,3362,league_roster,Boxi,tiny,1184,1927,league_roster,ZZ,dazzle,996,1734,league_roster,nessecary,windrunner,2301,4134,league_roster,ссс,queenofpain,2353,3400,league_roster,Z,mars,2017,3507,league_roster,2S[,rattletrap,1077,1380,league_roster,`PNX,ancient_apparition,1123,1540,league_roster
19099,BLAST SLAM VI,8677172021,HEROIC,OG,HEROIC,Yuma,razor,2418,4531,league_roster,a,ember_spirit,2296,4250,league_roster,Wisper,mars,1997,3468,league_roster,lyct,dark_willow,961,1787,league_roster,марсианин,ancient_apparition,773,1268,league_roster,sonny hayes,naga_siren,2823,4697,league_roster,Rasmus?,tiny,3140,4552,league_roster,0fZ,axe,1653,2736,fallback_lh5,DEKALIBRE,shadow_demon,1228,1806,league_roster,mam_ba,dazzle,1173,2209,league_roster
19099,BLAST SLAM VI,8677212065,RKX,MOUZ,RKX,🥀🥀,kez,2417,3623,league_roster,#c[,ember_spirit,2374,4069,league_roster,aaa,shredder,2191,4333,league_roster,`3~[,batrider,948,1663,league_roster,enj0y,disruptor,917,1359,league_roster,u[,nevermore,2389,4102,league_roster,I SPIT ON YOUR FACE,beastmaster,2199,4726,league_roster,َ[,brewmaster,2470,3596,league_roster,mid two,ringmaster,1272,2213,league_roster,Seleri,treant,1066,1958,fallback_lh5
19099,BLAST SLAM VI,8677265480,TY,Tundra,Tundra,0[,sven,2377,4473,league_roster,`biZ,earth_spirit,2295,3493,league_roster,Z,brewmaster,1377,2425,league_roster,lostreak chicken,tusk,939,1668,league_roster,0gX,ancient_apparition,835,1395,league_roster,Monster,muerta,2984,4993,league_roster,Lennart Karl,storm_spirit,2782,4433,league_roster,not human (животное),largo,1862,3440,league_roster,Ari,shadow_shaman,1224,1662,league_roster,NongMon,phoenix,1151,1784,league_roster
19099,BLAST SLAM VI,8677298233,TSpirit,GL,TSpirit,@<\,nevermore,2310,4117,league_roster,.,keeper_of_the_light,1903,3652,fallback_lh5,tZ,mars,2356,4084,league_roster,123,hoodwink,1361,2081,fallback_lh5,sustain,rattletrap,965,1507,league_roster,where's my phone?,dragon_knight,2197,3450,fallback_lh5,)),viper,2726,4747,league_roster,помойка,enigma,2765,4620,league_roster,happy frogs,tusk,943,1752,league_roster,Speeed,snapfire,1128,2102,league_roster
19099,BLAST SLAM VI,8677394706,OG,XG,XG,sonny hayes,queenofpain,2515,4167,league_roster,Rasmus?,beastmaster,2725,4960,league_roster,mam_bayotay,axe,2625,4549,fallback_lh5,DEKALIBRE,skywrath_mage,1101,1749,league_roster,mam_ba,rattletrap,1233,1689,league_roster,念头通达,clinkz,2696,4534,league_roster,NothingToSay,kunkka,2793,4874,league_roster,¿,slardar,1965,3619,league_roster,其疾如风,snapfire,1421,2155,league_roster,pO[,disruptor,829,1455,league_roster
19099,BLAST SLAM VI,8677377717,FLCN,Liquid,Liquid,I m Going To Be The Best Carry,sven,2181,3759,league_roster,PMA(учусь играть),sand_king,2541,4929,league_roster,SumaoKy-,slardar,2493,4017,league_roster,\,largo,1142,1779,league_roster,VY\,ringmaster,851,1447,league_roster,yondaime,bristleback,2680,4695,league_roster,мусор,leshrac,2706,4731,league_roster,`Y,mars,2014,3645,league_roster,Boxi,tiny,1159,1851,league_roster,tOfu,winter_wyvern,975,2059,league_roster
19099,BLAST SLAM VI,8677493033,HEROIC,TSpirit,HEROIC,Yuma,abaddon,2663,4497,league_roster,a,puck,2402,4931,league_roster,Wisper,slardar,2290,3651,league_roster,lyct,jakiro,976,1557,league_roster,\,shadow_demon,1198,1705,league_roster,(Z,weaver,2754,3743,league_roster,.,ember_spirit,2326,3778,fallback_lh5,bruno,batrider,2380,4318,league_roster,123,riki,1304,1825,fallback_lh5,@U-\,hoodwink,1050,1621,league_roster
19099,BLAST SLAM VI,8677505029,MOUZ,NAVI,NAVI,KITR,viper,2631,4019,league_roster,I SPIT ON YOUR FACE,monkey_king,2216,3399,league_roster,Strach,mars,1866,3943,league_roster,mid two,tusk,1147,1822,league_roster,Seleri,jakiro,1002,1988,fallback_lh5,nessecary,windrunner,2381,4493,league_roster,ссс,puck,2570,4532,league_roster,1111111111111111111111111111111,phoenix,2310,4320,league_roster,33a9ccc,hoodwink,1127,1662,league_roster,Vi\,disruptor,1409,1942,league_roster
19099,BLAST SLAM VI,8677590159,RKX,TY,TY,🥀🥀,morphling,2001,4351,league_roster,GUCCI,beastmaster,2763,4287,league_roster,psy\,brewmaster,1725,3291,league_roster,reckless,skywrath_mage,716,1238,league_roster,enj0y,mirana,820,1511,league_roster,?[,nevermore,2554,3915,league_roster,CHIRA_JUNIOR,tiny,2706,4717,league_roster,.\,abyssal_underlord,2497,4152,league_roster,lostreak chicken,keeper_of_the_light,904,1498,league_roster,pv.@X,jakiro,916,2321,league_roster
19099,BLAST SLAM VI,8677589717,GL,Tundra,Tundra,V{\,weaver,2443,3760,fallback_lh5,)),ember_spirit,2502,3897,league_roster,помойка,centaur,2527,3239,league_roster,happy frogs,dark_willow,1155,1532,league_roster,Speeed,mirana,891,1430,league_roster,Monster,muerta,2011,3492,league_roster,Lennart Karl,invoker,2231,3972,league_roster,not human (животное),brewmaster,2225,4308,league_roster,Ari,shadow_shaman,1121,1938,league_roster,NongMon,rattletrap,576,1221,league_roster
19099,BLAST SLAM VI,8677667228,Liquid,MOUZ,MOUZ,yondaime,leshrac,2410,4155,league_roster,мусор,ember_spirit,1922,3845,league_roster,50centaur,tidehunter,1786,4127,league_roster,Boxi,tusk,883,1523,league_roster,tOfu,mirana,968,2157,league_roster,KITR,abyssal_underlord,2833,5102,league_roster,I SPIT ON YOUR FACE,queenofpain,2238,3234,league_roster,Strach,batrider,1859,2758,league_roster,mid two,tiny,796,1244,league_roster,Seleri,pugna,1142,1663,fallback_lh5
19099,BLAST SLAM VI,8677673569,OG,FLCN,OG,sonny hayes,clinkz,2915,5126,league_roster,Rasmus?,leshrac,1945,3251,league_roster,mam_bayotay,mars,2378,3387,fallback_lh5,DEKALIBRE,snapfire,1128,1760,league_roster,mam_ba,undying,1380,1578,league_roster,I m Going To Be The Best Carry,dragon_knight,2607,4717,league_roster,PMA(учусь играть),sniper,2769,5455,league_roster,SumaoKy-,shredder,2237,4148,league_roster,Cr1t-,largo,972,2010,league_roster,Sneyking,jakiro,899,1819,league_roster
19099,BLAST SLAM VI,8677741097,NAVI,TY,TY,nessecary,windrunner,2541,4156,league_roster,\,storm_spirit,2409,3923,league_roster,1111111111111111111111111111111,bristleback,1970,3230,league_roster,33a9ccc,shadow_demon,1532,1896,league_roster,s1mple,disruptor,847,1172,league_roster,Narumi,ursa,2595,4784,league_roster,>[,void_spirit,2874,4777,league_roster,@/hK[,abyssal_underlord,2492,4884,league_roster,lostreak chicken,tusk,1250,2311,league_roster,P\,jakiro,1022,2017,league_roster
19099,BLAST SLAM VI,8677761527,TSpirit,XG,XG,霜雪,ursa,2890,4345,league_roster,Larl,dragon_knight,2883,4495,fallback_lh5,bruno,razor,2091,3879,league_roster,123,largo,1323,2100,fallback_lh5,sustain,warlock,997,1737,league_roster,念头通达,nevermore,2185,4269,league_roster,`0[,primal_beast,2251,4367,league_roster,@m\,mars,2377,4009,league_roster,其疾如风,dark_willow,1135,2514,league_roster,lavie,undying,1045,2264,league_roster
19099,BLAST SLAM VI,8677811159,GL,RKX,GL,where's my phone?,abaddon,2266,4675,fallback_lh5,Ѓ[,void_spirit,2954,4915,league_roster,помойка,largo,3031,5023,league_roster,happy frogs,jakiro,1068,1880,league_roster,Speeed,batrider,825,1771,league_roster,🥀🥀,kez,1555,2669,league_roster,GUCCI,puck,2008,3329,league_roster,aaa,mars,2688,3804,league_roster,reckless,shadow_demon,967,1493,league_roster,enj0y,treant,802,1247,league_roster
19099,BLAST SLAM VI,8677839869,HEROIC,Tundra,Tundra,)J,abaddon,2895,4984,league_roster,a,ember_spirit,2256,3925,league_roster,0J,beastmaster,1608,2965,league_roster,lyct,keeper_of_the_light,1419,2407,league_roster,iJ,disruptor,662,1205,league_roster,mJ,clinkz,2527,4324,league_roster,`9J,invoker,1947,3407,league_roster,not human (животное),batrider,1967,3482,league_roster,Ari,faceless_void,1134,1430,league_roster,J,bane,1151,1523,league_roster
19099,BLAST SLAM VI,8677862485,OG,NAVI,NAVI,sonny hayes,gyrocopter,2616,4926,league_roster,Rasmus?,dragon_knight,2483,4375,league_roster,@?,brewmaster,2210,3844,fallback_lh5,xBT,tiny,1080,1691,league_roster,mam_ba,jakiro,1197,1606,league_roster,P},nevermore,2316,4244,league_roster,A),ember_spirit,2364,3579,league_roster,1111111111111111111111111111111,abyssal_underlord,2091,3528,league_roster,33a9ccc,hoodwink,1075,1743,league_roster,?,largo,1095,1420,league_roster
19099,BLAST SLAM VI,8677905488,Liquid,XG,Liquid,yondaime,monkey_king,3035,4996,league_roster,мусор,puck,2293,4146,league_roster,50centaur,razor,2000,3837,league_roster,Boxi,tiny,1206,1590,league_roster,,jakiro,1132,1683,league_roster,念头通达,weaver,2652,4636,league_roster,NothingToSay,leshrac,2669,4271,league_roster,¿,shredder,1726,3223,league_roster,pS,spirit_breaker,1048,1893,league_roster,lavie,disruptor,811,1219,league_roster
19099,BLAST SLAM VI,8678301907,MOUZ,FLCN,FLCN,KITR,dragon_knight,2167,3846,league_roster,I SPIT ON YOUR FACE,storm_spirit,2979,5621,league_roster,Strach,tidehunter,1938,4105,league_roster,mid two,mirana,1060,1977,league_roster,Seleri,huskar,994,2108,fallback_lh5,I m Going To Be The Best Carry,ursa,2048,3177,league_roster,`,beastmaster,2933,5379,league_roster,SumaoKy-,mars,2475,3888,league_roster,Cr1t-,hoodwink,1130,1827,league_roster,Sneyking,ancient_apparition,834,1371,league_roster
19099,BLAST SLAM VI,8678303787,OG,TSpirit,TSpirit,sonny hayes,templar_assassin,2230,4545,league_roster,Rasmus?,void_spirit,2538,4789,league_roster,`\,primal_beast,2653,4414,fallback_lh5,DEKALIBRE,faceless_void,1346,2449,league_roster,mam_ba,shadow_demon,1314,1965,league_roster,@{,morphling,2603,4296,league_roster,Larl,queenofpain,2022,3399,fallback_lh5,bruno,mars,2620,4615,league_roster,123,dark_willow,1716,2248,fallback_lh5,sustain,warlock,1092,1449,league_roster
19099,BLAST SLAM VI,8678352653,Liquid,TY,TY,0Q,bristleback,2594,5115,league_roster,н,leshrac,2749,4587,league_roster,50centaur,brewmaster,1665,2562,league_roster,4?,tiny,1123,1915,league_roster,tOfu,batrider,1014,1698,league_roster,Narumi,ursa,2811,5019,league_roster,CHIRA_JUNIOR,void_spirit,2010,3056,league_roster,strafe instructor,abyssal_underlord,2127,3486,league_roster,`,windrunner,1156,1756,league_roster,pIt,chen,1354,2544,league_roster
19099,BLAST SLAM VI,8678359390,Tundra,XG,Tundra,Monster,slark,2292,3583,league_roster,Lennart Karl,nevermore,2478,4099,league_roster,,tidehunter,2644,4603,league_roster,Ari,marci,939,1956,league_roster,wa,phoenix,1537,2404,league_roster,C,dragon_knight,2747,4852,league_roster,NothingToSay,leshrac,2382,3866,league_roster,¿,brewmaster,2315,3753,league_roster,其疾如风,largo,1533,2004,league_roster,lavie,mirana,1312,1734,league_roster
19099,BLAST SLAM VI,8678406332,HEROIC,RKX,HEROIC,Yuma,broodmother,2832,4849,league_roster,a,primal_beast,2671,4564,league_roster,,batrider,2133,3671,league_roster,lyct,jakiro,1012,1956,league_roster,марсианин,ancient_apparition,1046,1625,league_roster,🥀🥀,weaver,1996,3636,league_roster,GUCCI,tiny,2487,3879,league_roster,Y,largo,2209,3829,league_roster,reckless,hoodwink,1244,1941,league_roster,enj0y,faceless_void,762,1083,league_roster
19099,BLAST SLAM VI,8678410902,GL,NAVI,NAVI,`m,clinkz,3021,4974,fallback_lh5,)),monkey_king,3108,4530,league_roster,Y,centaur,2140,3339,league_roster,pv,dark_willow,818,2013,league_roster,Speeed,jakiro,1104,1271,league_roster,P^,dragon_knight,2314,4238,league_roster,ссс,ember_spirit,1630,3036,league_roster,1111111111111111111111111111111,slardar,1695,2617,league_roster,p81,shadow_demon,891,1236,league_roster,,grimstroke,840,1430,league_roster
19099,BLAST SLAM VI,8678464003,MOUZ,TY,MOUZ,KITR,monkey_king,2559,4290,league_roster,I SPIT ON YOUR FACE,storm_spirit,2520,3958,league_roster,Strach,shredder,2363,3992,league_roster,mid two,lion,1006,1660,league_roster,Seleri,pugna,1010,1842,fallback_lh5,Narumi,templar_assassin,2729,4978,league_roster,CHIRA_JUNIOR,slardar,2492,3810,league_roster,strafe instructor,abyssal_underlord,2221,4374,league_roster,lostreak chicken,shadow_shaman,1062,1716,league_roster,Pohn Jork,rattletrap,837,1455,league_roster
